Population_Density_2010,Population_2010,White_Population_2010,Black_Population_2010,Asian_Population_2010,All_Other_Races_2010,Hispanic_Latino_2010,Household_Income_2015,Public_Nutrition_Assistance_2015,Employment_Rate_2015,Commercial_Construction_2015,Commercial_Size_2015,Commercial_Size_Total_2015,Commercial_Building_Age_2015,Fincancial_Services_Proximity_2015,Bachelors_Degree_2015,High_School_Diploma_2015,Early_Care_Proximity_2015,SchoolAge_Proximity_2015,Library_Card_Prevalence_2015,Proficiency_Elementary_School_2014,Proficiency_Middle_School_2014,Proficiency_High_School_2014,Highschool_Graduation_Rate_2014,Student_Absenteeism_2014,Neighborhood_School_Attendance_2014,Voter_Participation_2015,Low_Cost_Healthcare_Proximity_2016,Grocery_Proximity_2015,Pharmacy_Proximity_2015,Park_Proximity_2015,Births_to_Adolescents_2014,Low_Birthweight_2014,Prenatal_Care_2014,Age_of_Death_2014,Public_Health_Insurance _2015,Housing_Density_2015,Single_Family_Housing_2015,Housing_Size_2015,Housing_Age_2015,Rental_Houses_2015,Residential_Renovation_2015,Foreclosures_2015,Home_Sales_Price_2015,Housing_Violations_2015,Subsidized_Housing_2015,Home_Ownership_2015,Residential_Occupancy_2014,Rental_Costs_2014,Violent_Crime_Rate_2015,Property_Crime_Rate_2015,Disorder_Call_Rate_2015,Animal_Control_Call_Rate_2015,Fire_Call_Rate_2015,Nuisance_Violations_2015,Long_Commute_2014,Bicycle_Friendliness_2015,Street_Connectivity_2016,Sidewalk_Availability_2013,Transit_Proximity_2015,Transit_Ridership_2015
4,2380,22.4,62.8,2.9,3.2,8.7,77174,18,94,0,7213,21638,35,0,40,90,39,39,19,41.8,41.7,32.5,84,7,60,16,0,0,0,0,4.6,6.2,66.2,64,24,1.6,100,1879,20,20,0.36,4.4,132213,0,0,82,97,1125,2.4,16.5,60.1,37.3,15.3,14,68,1.6,1.07,49.5,0,
2,1278,12.8,37.1,4.4,2.3,43.4,26486,29,80,3.18,33491,2980689,36,50,10,61,100,100,11,16.3,20,18.2,78,17,74,22,40,52,53,98,5.1,3.4,45.8,68,41,0.9,45,1878,47,17,0.37,0.3,126667,0.8,0,49,96,895,12.2,99.3,379.9,71.9,70.5,37.3,45,1.4,1.27,55.4,100,406
5,1680,92.1,1.7,2.2,1.4,2.6,135859,1,100,21.97,134091,3084086,29,66,70,100,97,97,18,76.3,80,62.5,93,5,85,31,56,41,31,30,0,5.7,85.7,89,3,2,72,1935,49,18,7.74,0,358170,0.79,0,61,99,1976,1.9,32.1,118.8,23.3,52.8,4,59,1.6,1.14,46.9,100,7
3,819,92.3,0.4,2.1,2.1,3.2,160917,1,95,0.66,829,2487,40,0,80,98,0,0,18,92.3,84.2,,89,1,84,45,1,0,0,58,9.1,0,100,,0,1.1,100,3797,35,9,3.98,0.3,699893,0,0,100,100,,1.2,12.6,44.8,25.3,19.5,2.1,47,1.5,1.09,53.9,78,2
4,779,86.6,6,3,2.2,2.2,91771,1,95,0,7168,7168,64,65,92,100,98,98,18,86.7,80,,100,7,85,30,2,59,57,80,0,13.3,93.3,72,2,1.8,51,3199,38,11,5.35,0.5,708609,0.28,0,45,94,1265,0,23.3,78.6,29.5,90.9,4.7,54,1.7,1.02,36.1,100,1
3,1208,92.6,0.8,3.1,1.7,1.7,168929,0,98,0.72,,,,32,81,100,20,20,19,88.2,96,,100,8,92,33,2,0,0,15,0,10.3,82.8,72,1,1.2,100,3477,36,8,7.9,0.2,778233,0,0,98,95,,0,10.1,32.5,69.5,25.5,1.6,79,1.6,1.08,34.4,90,2
5,2619,59.7,26.2,5.9,2.5,5.7,66846,10,96,0.39,4060,44659,16,41,39,99,82,90,20,51.7,54.8,33.3,92,6,79,22,35,37,30,98,0,4.1,74.3,68,13,2.4,56,2119,27,10,2.53,0.5,163142,0.16,14,54,95,915,1.9,21.7,67.7,22.8,19.5,4.2,62,1.6,1.04,46,91,19
1,1653,56.5,23.7,10.5,3.4,6,30185,12,88,2.41,38725,1820084,24,3,42,93,4,4,12,57.1,30,14.3,90,21,62,4,22,11,12,39,4.2,12.5,50,49,13,0.7,26,1916,25,26,0.27,1,197333,1.02,0,17,80,952,8.9,142,433.2,40.2,111.2,6,55,1.4,1.16,33.7,89,103
4,1692,60.2,22.1,2.2,2.9,12.6,44583,21,98,0,5633,135202,36,31,9,72,99,95,19,43.9,24.3,71.4,78,15,76,13,0,37,51,30,4.7,11.6,65.1,70,26,1.5,100,1438,41,26,2.09,1.2,104464,0.91,0,63,100,1086,5.7,35.6,,,,14.9,78,1.6,1.11,,52,
5,2138,27.1,54.4,3.6,3.5,11.4,31960,17,91,0.47,13050,182698,33,28,44,94,100,100,20,51.9,34,26.7,80,10,50,12,51,63,63,98,1.6,21,61.3,49,19,2.4,32,2008,21,15,0.47,1,151250,0.2,0,29,100,905,2.2,38.3,93.9,31.7,17,5,73,1.2,1.15,31.6,43,
5,1522,85.5,2.6,5.3,2.3,4.3,95875,1,97,0,,,,0,63,98,6,0,20,76.5,68.8,,100,5,69,29,0,0,0,0,0,7.8,92.2,76,2,2.2,92,2483,25,4,3.85,0.6,258586,0,0,90,93,,0,3.8,22.8,24.7,19,2.7,65,1.6,1.11,35.7,89,8
6,1875,16.7,62.2,4.5,2.1,14.5,35962,31,78,0.69,3491,34909,48,12,14,90,100,100,19,25,16.9,53.8,67,14,70,16,52,0,55,88,8.1,11.3,45.2,68,32,2.3,93,1534,50,29,1.37,1.8,89474,1.63,0,76,83,1106,11.9,26.5,161.4,56.6,23.4,25.3,65,1.5,1.22,40.7,100,17
6,2226,70.3,12.9,3.3,3.1,10.4,71250,4,95,0.26,12830,64152,25,0,46,98,99,99,20,54,53.7,69.2,90,9,90,21,42,18,15,100,0,6.5,65.2,66,8,2.8,44,2217,26,9,2.34,0.2,251959,0,0,42,96,1140,1.3,10.6,43.3,15.3,20.8,0.7,42,1.5,1.12,46.8,96,9
1,940,61.6,21.9,2.7,3.1,10.7,64063,8,87,0.38,3287,13148,18,0,50,96,0,19,16,51.3,52.5,30,88,8,90,4,0,0,0,28,3.3,3.3,66.7,62,14,0.4,44,1764,24,25,0.23,2.5,153214,0,0,37,82,1093,1.5,33.2,43.5,29.5,0,0.2,89,1.5,1.17,14.6,0,
6,744,65.9,17.6,1.5,3,12.1,52054,5,95,0,2154,2154,32,31,49,96,29,30,17,56.3,21.4,,,13,77,19,0,16,10,54,0,21.7,82.6,58,5,4.1,34,1667,58,20,12.12,0,224077,0.21,0,57,90,816,0,31,77,29.9,31,2.3,51,1.5,1.11,44.7,100,14
4,2414,30,51.3,1.4,2.9,14.3,60406,17,92,0.17,5685,11370,27,0,41,95,100,100,18,47.3,34.2,40,91,9,74,14,0,0,0,0,4.7,9.4,68.8,60,23,1.4,100,1704,20,21,0.51,3,120240,0.95,0,82,93,1332,2,22,71.1,32.6,17.7,13.8,72,1.3,1.04,32.4,45,0
1,621,27.9,52.7,3.1,3.1,13.4,54500,17,78,0,4341,30389,44,0,31,98,12,13,22,48.4,39.3,38.5,,8,83,3,0,0,0,29,3.9,3.8,65.4,,22,0.2,100,2364,15,22,0.12,2.8,142955,0,0,95,100,,5.5,29.4,67.9,36.7,0,0.6,58,1.4,1.25,34.2,0,
2,2096,43.3,26,1.4,2.9,26.3,42649,45,96,0,5248,36736,31,2,15,81,66,55,26,40.6,21.4,33.3,68,16,86,11,0,6,8,16,2.9,12.5,61.5,70,50,0.6,100,1930,21,19,0.74,1.8,157235,0.78,0,72,88,867,9.3,44.7,155.4,88,26.5,13.1,80,1.2,1.19,18.4,18,0
6,1769,22.5,46.5,13.8,2.5,14.7,48994,13,90,0.36,13084,104668,21,50,62,80,99,99,12,12.9,27.5,27.3,67,12,72,9,0,0,0,100,2,8.2,73.5,57,14,4.4,18,1007,48,58,1.44,2.7,49143,0.65,0,4,81,956,2,19.6,47,37.6,16.8,24.6,23,1.5,1.29,48.5,100,17
1,1662,44.1,39.5,5.9,3,7.5,73036,7,92,1.15,21300,170398,10,0,37,95,21,21,14,55.6,34.7,43.8,100,3,92,16,37,58,58,43,1.7,8.3,70,71,9,0.9,50,1998,19,20,0.25,0.7,147160,0.09,0,79,86,1234,1.8,31.7,63.4,30.6,19.8,0.5,64,1.3,1.21,45.8,45,99
5,2515,40.1,37,4.4,2.4,16,60087,14,97,0.85,16307,114151,14,27,47,86,81,79,18,49.6,35.2,54.5,82,7,85,11,21,49,44,0,2.2,10.9,71.7,62,17,2,93,1717,15,22,0.64,2.8,144482,0.11,0,85,100,1059,0.8,16.8,43.4,28.9,20.3,21.4,75,1.5,1.16,69.5,44,3
4,2381,76.2,10.3,6,2.3,5.1,77208,3,96,3.78,41743,1001833,9,50,60,97,75,82,19,67.6,80.6,90,95,6,89,24,0,60,0,97,0,4.8,76.2,74,6,1.7,50,2562,23,5,1.06,0.5,292185,0,0,46,97,1024,1.2,10.6,39.9,20.3,38.3,2,61,1.3,1.19,20.9,73,14
3,3678,29.2,28.9,3.5,3.1,35.3,53438,43,92,0.46,14264,770234,33,16,22,74,60,60,25,40.2,36.2,42.2,86,9,73,19,15,0,0,4,4.6,6.9,46.9,69,44,0.7,100,1832,32,20,0.85,1.4,143900,1.09,1,78,91,705,8.4,51.5,204.3,52.6,29,9.9,63,1.5,1.12,23.6,51,95
4,1933,83.5,8.1,2.3,2.4,3.7,80167,2,86,0,6453,19358,32,24,74,100,81,96,21,85.2,65.4,85.7,75,5,71,33,1,0,29,65,0,8.6,86.2,74,3,1.8,80,2192,46,9,7.12,0.3,312842,0.22,0,74,98,1088,1,11.6,39.8,19.9,26.2,4.4,62,1.4,1.13,38.2,78,4
2,1338,92.5,2.1,2.5,1,1.9,121406,1,96,0.7,102361,818888,18,6,80,98,0,73,17,100,71.4,,100,3,73,34,0,22,23,75,0,5.9,70.6,87,1,0.6,100,4100,20,8,3.76,0.5,835818,0.22,0,64,91,2558,0.9,10.4,42.5,17.9,64.2,0.7,43,1.3,1.08,49.9,55,33
2,2294,24.3,47.9,7.6,2.6,17.6,34344,32,81,0.31,3822,68799,41,22,15,77,74,73,17,33.7,21.9,42.3,79,16,76,13,0,0,0,41,6.9,8.3,62.5,63,31,1,92,1435,30,33,1.57,2.8,108323,1.11,8,48,93,874,7.4,37.1,108.1,77.6,28.7,16.7,47,1.5,1.17,35.9,71,21
4,2220,16.2,64.3,3.6,2.8,13.1,44236,31,92,0,27793,722622,39,49,23,86,92,90,20,32,27.2,33.3,80,18,67,18,0,54,46,55,8.2,14.8,50.8,68,31,1.6,96,1440,36,29,1.45,2.6,88696,1.36,0,68,93,1048,5.9,34,128.9,59.6,29,20.6,44,1.5,1.16,32.3,75,
4,1495,60.5,24.5,1.1,3.7,10.2,45795,17,84,1.02,16446,509831,54,2,36,98,88,88,20,35.3,32,,,16,64,19,8,81,100,62,2.2,4.4,62.2,77,19,2.3,64,1201,60,36,2.04,0.2,153393,0.79,1,32,86,765,6.1,150.1,219,78.1,34.2,19,50,1.4,1.19,56,100,175
3,1859,92.7,1.9,2.2,1.1,2.2,157279,1,96,0,18677,56032,19,0,76,95,0,0,23,75.7,82.5,83.3,100,7,89,34,0,0,0,63,0,8.3,94.4,67,1,1.3,85,3458,27,6,6.5,0.3,556644,0,0,98,100,,0.5,9.4,27.2,16.7,24.6,0.8,60,1.5,1.09,52.9,54,0
5,1521,16.8,64.1,2.6,4.1,12.4,59453,17,92,0,9734,19468,23,0,30,88,100,100,19,54.5,34.8,32,90,10,75,9,0,0,0,64,8,12,62,60,21,1.8,100,1987,13,20,1.07,3.2,132780,0.6,0,98,100,,0.6,16.6,54.6,21.5,17.8,15.5,89,1.7,1.14,82.8,0,
0,105,65.7,6.7,0,0,27.6,,15,100,0.18,990,990,30,0,0,73,30,30,7,,,,,29,100,16,0,0,0,0,,,,,14,0.1,100,1981,45,26,0,2.2,,0,0,100,50,,0,16.1,72.6,97,16.1,2.2,100,2.2,1.14,,4,
3,1826,24.7,51.6,4.9,3,15.7,53869,16,91,0,,,,0,25,86,71,74,21,52.6,32.9,45.5,95,10,75,21,0,0,0,10,2.5,5,70,64,18,1,100,1688,25,18,0.86,1.3,132219,0.43,0,75,94,1161,1,10.9,54.5,41.5,14,20.9,85,1.5,1.05,40.7,9,
7,1287,29.4,54.9,2.1,3.2,10.4,28844,32,89,0,4422,66328,41,93,20,90,62,52,35,32.5,26.3,18.2,80,20,67,16,0,0,0,99,2.9,12.9,52.9,59,34,3.7,35,1628,43,26,2.27,1,136111,0.31,7,24,94,688,9.8,30.8,194,25.2,25.9,11,56,1.3,1.18,46.7,100,106
7,2084,34.6,44.4,1.6,3.3,16.1,32105,26,90,0.7,14114,268160,23,35,42,92,100,100,27,37.9,16,30.8,74,11,77,15,0,17,55,100,0,9.3,56,63,28,4.2,12,2038,43,21,1.41,1.4,107423,1.49,0,35,92,815,2.9,33.6,196.9,50.4,28.1,3.6,75,1.4,1.2,42.9,100,60
8,1002,4.9,53.4,0.5,2.5,38.7,31250,40,92,0,36956,480427,27,92,17,44,100,100,15,34,14.3,18.2,100,13,84,4,100,100,79,0,11.6,11.6,51.2,59,40,3.5,3,1528,46,8,0,0,,0.88,0,3,84,737,8.7,62.1,433.6,29.7,32.3,1.1,95,1.2,1.21,73,100,42
10,1601,25.4,42.3,1.1,5.4,25.7,28750,26,93,4.33,9627,202172,38,37,9,76,5,100,24,29.2,26.2,27.3,79,16,78,5,0,0,72,100,8.5,1.7,57.6,49,22,5.2,1,1056,33,38,0,,,1.79,0,0,90,854,7.2,27.1,158.4,37.6,21,2.4,78,1.4,1.07,42.3,100,142
10,1262,1.2,26.4,0.9,1.8,69.7,22892,42,85,0.78,5188,62250,33,0,2,55,100,100,10,21.2,25,14.3,55,10,86,11,100,0,100,100,6.8,10.2,42.4,,41,4.1,10,1381,46,42,4.68,0,,1.32,23,3,95,648,22.2,57.1,238.4,20.4,23.4,4.5,80,1.5,1.05,79.2,100,11
5,1632,37.9,49.5,2.8,3.8,5.9,52722,9,89,0,2714,5428,11,0,39,96,49,49,15,52.8,31.1,66.7,100,8,81,13,38,26,26,0,4.9,7.3,65.9,56,12,2.1,47,2266,17,19,0.92,2.5,127060,0,0,67,93,1222,1.2,8.1,41.9,19.8,14,4.3,57,1.3,1.02,49.2,28,
5,1489,35.6,49.8,5.4,4.6,4.6,72560,12,96,0,736,736,14,0,59,100,97,97,17,45.9,47.9,26.7,89,3,79,15,14,11,11,39,1.8,10.5,73.7,64,15,2.2,100,2426,13,18,2.67,0.8,204385,0,0,73,100,1556,1.7,8.3,32.5,35.3,20.4,7.5,67,1.5,1.12,59,40,
4,935,66.4,23.9,4.5,2.6,2.7,70329,5,97,0,1611,1611,52,0,47,98,20,20,20,60.7,56.5,16.7,85,3,84,23,0,15,9,84,0,0,85.7,69,5,1.4,100,2383,24,12,0.81,0.6,178797,0.87,0,90,81,,0,4.8,36.5,13.4,9.6,10.2,84,1.5,0.98,43.4,0,
3,2061,80.4,5.7,7.1,2.3,4.6,114659,2,99,7.42,159630,3352231,10,32,62,97,3,12,21,86,80,90,88,5,88,21,10,33,33,100,0,8.2,77,84,4,1.3,57,2594,21,8,1.7,0.2,287530,0,0,68,93,1191,0.5,7.3,48.3,12.2,22.4,1.6,62,1.4,1.15,48.6,25,74
0,495,42.4,37,7.1,6.7,6.9,46628,6,100,3.39,103330,5269825.594,19,91,68,100,92,95,17,50,66.7,,,10,75,6,53,90,90,10,0,10,90,,10,0.2,15,1420,52,50,0.07,0,,0.3,0,20,86,901,5.5,97.8,298.9,66.4,175.3,5.8,51,1.3,1.23,27.1,99,53
6,2702,78.3,8.5,7.9,2.2,3.1,80705,1,91,0.42,19711,78844,16,54,67,96,20,29,20,88.5,81.6,88,100,3,96,25,17,68,68,29,2,4,78,78,4,2.6,47,3207,19,6,4.01,0.3,296361,0.08,0,73,81,1078,0.4,5.9,17.6,12.8,19,1.3,50,1.4,1.05,53.7,63,
1,2182,81.8,9.1,4.3,1.4,3.4,91517,1,89,0.12,6216,43513,38,0,53,86,6,8,13,72.5,64.2,61.5,100,2,53,7,0,0,0,2,0,5.7,81.1,72,3,0.3,100,3362,20,20,1.34,0.7,455729,0,0,81,89,2579,0.3,13.1,30.5,20,1.6,1.5,71,1.1,1.09,28.6,0,
2,2843,60.9,14.4,12.7,1.8,10.2,83077,4,95,0.67,19223,461342,7,88,61,99,51,94,17,64.1,61.8,73.7,98,7,96,10,55,72,72,99,0,10.4,81.1,71,8,1.2,38,2297,12,19,1.42,0.9,214705,0,0,52,97,1693,0.3,13.6,58.8,21.6,15,1,79,1.4,1.26,59.9,0,
4,2907,19.8,59.6,5.3,2.2,13.1,47438,29,87,0,5398,59373,41,0,15,71,93,93,16,26.4,23.4,36,85,12,64,16,0,23,7,38,5.1,21.5,48.1,68,32,1.2,100,1498,33,28,1.81,1.8,93804,1.49,1,55,85,1090,6.2,36.2,117.5,57.1,30,16.7,52,1.3,1.13,41.5,100,24
6,2431,17.6,62,5.1,3,12.3,46723,22,97,0.24,5224,94037,44,49,29,92,100,96,21,33.7,25.6,48,79,11,68,11,0,46,57,69,8.8,4.4,58.8,67,28,2.4,60,1585,18,28,0.24,2.8,118932,1.73,0,67,88,975,5.6,40.5,115.2,28.1,21.3,19.9,67,1.4,1.02,52.9,86,38
3,3514,8,79.4,0.6,2,10,46331,27,86,1.21,64499,4063429,25,8,24,78,99,95,19,41.3,17,27.5,78,17,68,24,18,9,8,60,4,11.8,52.6,69,26,0.9,86,1651,32,27,1.07,1.6,97500,1.04,6,69,82,792,5.6,41.4,135.2,50.2,44.6,19.1,85,1.3,1.2,29.5,99,38
4,2224,71.9,6.6,3.2,2.3,16,67361,9,95,0.55,,,,0,39,96,47,47,16,55.4,48,56,86,8,86,22,0,7,1,100,2.4,4.9,75.6,67,12,1.6,100,1714,35,15,4.42,0.9,166022,0.58,0,81,93,1313,1.3,11.1,47.7,42.2,20.9,14.9,75,1.6,1.09,4.7,100,1
3,3019,83.9,5.4,5.4,2,3.3,151442,2,97,0.3,46880,46880,25,0,69,99,9,9,19,78.6,77.4,100,95,8,89,27,0,15,17,11,2,11.8,84.3,72,3,1.2,84,3643,24,9,3.46,1.1,456737,0.16,0,88,93,2300,0.3,3.1,16.2,24.3,17.4,1.8,61,1.6,1.08,27.3,33,1
4,2349,87.4,3.2,4.9,1.4,3.1,81029,2,91,0,13351,26701,20,20,64,98,38,39,21,83.1,68.8,61.5,86,6,89,29,3,22,22,57,1.8,3.5,94.7,81,3,1.7,82,2612,28,7,5.23,0.3,340411,0.19,0,95,95,2641,0,3.4,27.3,23.9,17.1,2.9,63,1.6,1.02,32.8,90,2
6,1845,46.4,37.9,6.1,3,6.6,63338,12,89,0.31,3585,7170,22,0,52,99,78,49,18,42.9,43.3,57.1,76,6,74,14,0,45,87,100,1.7,5.1,67.8,73,15,3,36,2679,20,6,2.46,0.8,178853,0.21,0,46,93,1110,2.4,22.1,58,26.9,10.1,6.3,60,1.6,1.07,35.7,0,
5,1514,57.3,28.2,5.1,3.1,6.3,76371,10,92,0.36,,,,0,54,91,76,76,18,45.5,58.2,37.5,94,8,80,24,12,24,24,79,0,5.4,59.5,62,13,2,100,2086,21,12,0.72,2.2,163434,0,0,87,95,1375,0,9.4,37.4,22.7,40.8,9.9,78,1.8,1.04,68.5,100,6
1,2673,49.1,35.8,3.3,2.6,9.2,70536,10,84,0.11,12054,96432,30,0,32,92,30,34,17,53.8,51,35.5,93,8,76,12,0,31,25,27,0,3.9,72.4,67,13,0.6,100,1934,21,19,0.75,1.9,153313,0.09,0,69,97,1274,2.4,17.4,57.8,31.4,14.3,3.8,83,1.2,1.07,24.8,0,
2,4044,49.4,27.9,6.3,2.8,13.6,78246,7,95,0.2,104723,3246419,20,0,32,89,95,96,22,57.1,55,63.9,90,4,64,10,0,0,0,45,0.8,6.3,70.1,63,12,0.8,100,2092,14,16,1.21,0.9,192702,0,0,79,100,1221,0.4,8.9,38.4,22.9,11.6,3.1,65,1.4,1.11,52.5,0,
7,1735,36.8,40.4,1.9,3.2,17.7,43479,26,92,0.39,2906,2906,11,0,22,85,100,100,20,38.6,28.8,57.9,83,17,74,22,56,43,40,85,3.3,4.9,57.4,72,29,2.7,89,1636,32,22,2.34,3.1,112400,0.57,11,73,95,907,1.7,15.7,78.3,59.3,31.9,16.7,87,1.4,1.08,38.2,100,4
6,2628,76.6,5.6,8.9,2.7,6.1,92675,3,96,1.09,22151,243662,15,58,62,100,28,1,21,69,71.4,69.2,100,8,87,27,55,89,45,7,0,3.3,78.3,70,6,2.6,54,2430,29,14,3.72,0.5,369660,0.08,0,70,92,939,1.1,5.7,34.8,29.7,16.8,3.2,70,1.5,1.13,40,99,9
15,1321,13.2,50,1.5,6.8,28.5,32436,27,96,2.22,34201,307808,33,100,24,76,0,100,23,30.6,21.6,20,65,13,83,5,0,100,100,100,7.3,12.7,49.1,55,33,6.7,0,,,,0,,,1.84,0,2,89,783,8.7,23.1,125.5,20.2,31,2.3,83,1.4,1.07,54.5,100,64
7,1163,6.7,83.1,1.2,1.2,7.8,36250,37,81,0,,,,0,10,89,100,100,24,17.1,17.1,16.7,82,15,69,20,4,0,20,100,2.9,14.3,62.9,67,38,2.7,100,1423,45,28,4.73,2.2,77062,3.13,0,80,95,689,5,21.5,89.5,61.3,27.3,28.1,75,1.6,1.18,21.8,100,14
3,1388,36,40.3,2.6,7.5,13.5,38063,19,85,3.41,33937,1968333,24,41,29,88,72,72,21,35,25.9,14.3,86,17,73,7,0,41,41,100,2.3,14,65.1,40,22,1.5,0,,,,0,,,2.82,0,0,93,853,3.5,58.6,217.9,35.2,32.4,3.5,61,1.5,1.13,57.1,100,111
3,1657,28.3,52,2.4,3.4,14,49028,12,94,0,4039,12116,23,0,54,93,0,0,15,53.4,32.5,44.4,100,9,63,9,0,1,0,0,0,5.4,68.9,65,18,1.2,90,1964,11,22,0.66,3.9,136877,0.28,0,78,81,1125,2.1,15,55,20.3,13.9,1.4,65,1.2,1.07,65.5,0,
8,971,30.2,38.3,24.4,2.6,4.5,39022,11,93,9.12,36561,365606,20,100,43,100,100,100,16,44.8,41.4,40,,9,82,8,100,48,48,100,0,9.8,70.7,,12,4.6,0,,,,0,,,0,0,0,96,943,4.8,34.2,60.8,15.2,16.2,1.3,79,1.2,1.26,44.1,100,33
5,2047,48.3,38.9,3.7,3.1,6,44778,9,91,0.51,9985,169743,18,0,55,100,81,61,17,50,45.8,56.3,96,7,76,24,0,42,45,98,0,11.6,79.1,72,11,2.3,50,2778,24,9,2.05,0.7,260786,0.11,6,47,91,946,3.3,19.8,74.6,16.1,9,6.3,48,1.4,1.01,37.6,11,
5,1871,55.2,29.6,4.8,2.9,7.5,84250,8,95,0.73,17144,102864,47,0,50,99,2,31,19,58.1,42.5,28,87,7,79,18,0,0,0,73,3.5,3.5,68.4,68,10,1.6,100,2158,19,16,2.19,1.4,175509,0,0,68,100,1708,0.5,12.2,54.8,22.3,20.3,7.8,71,1.3,1.02,61.7,0,
1,1329,41.8,41.8,5.5,3.8,7.1,75667,9,99,0.11,2192,2192,38,0,46,94,59,72,17,51.9,36.5,80,94,8,85,15,0,0,0,44,2.6,7.9,76.3,65,13,0.7,100,2113,14,17,0.22,1.5,185769,0.15,0,85,95,1623,0.6,13.3,66.6,30.5,22.2,4.7,47,1.3,1.15,42.8,0,
7,1222,37.1,44.9,6,4.7,7.4,53594,11,87,1.15,11395,79768,16,0,49,96,100,100,16,42.9,36.7,50,90,7,87,8,0,44,35,100,0,15.9,54.5,66,13,4.9,18,2140,13,19,0,1.9,153083,0.12,0,24,83,1048,2.5,40.6,96.1,20,17.5,2.6,82,1.2,1.16,50,0,
12,1430,43.4,38.5,7.7,2.7,7.6,51278,8,96,0,5704,5704,15,0,42,97,71,71,16,27.3,26.7,50,80,12,87,12,0,67,67,69,0,4.7,62.8,74,10,7.4,0,,,,0,1.1,106594,0.11,0,20,94,999,0,29.2,105,31.9,14.6,1,49,1.2,1.16,7.8,0,
2,1899,23.7,32.1,1.3,2.5,40.3,31703,58,75,1.42,46849,3373141,30,0,6,68,0,0,19,26.9,22.7,13.3,91,14,86,10,0,0,0,0,8.4,14.5,39.8,68,61,0.5,100,1525,23,36,0.76,3.9,85500,1.96,0,52,94,801,6.3,87,219.4,129.3,58.8,28.4,68,1.5,1,25.2,43,20
5,984,37.5,50.1,1.9,3.9,6.6,59467,15,96,2.67,55188,993392,17,0,30,95,100,100,17,31,16,33.3,100,9,89,9,0,100,100,30,17.2,13.8,55.2,76,18,2.6,1,1487,34,20,0,0.7,112354,0.41,0,46,91,1152,2.8,43.1,117.2,30.9,45,1.5,76,1.2,1.12,35.7,0,
4,1345,22.8,56.5,2.6,3,15.1,49519,18,95,0,625,625,42,0,38,99,95,95,15,38.5,33.3,31.6,89,11,82,13,0,0,0,11,8.1,2.7,59.5,71,23,1.5,100,1826,20,20,0.86,2,132778,0.4,0,77,100,1261,0,28.2,63.4,53.7,18.6,9.3,66,1.4,1.07,54.4,0,
6,2530,20.8,61.2,5.9,2.3,9.9,46108,20,84,0.69,32680,32680,29,15,23,87,95,95,20,43.5,37,42.9,89,11,71,15,0,30,30,58,3,9.1,51.5,63,22,2.4,80,1625,23,23,0.23,2.5,126134,0.76,2,70,91,1161,2.6,28.6,93.4,29,22.2,12.1,67,1.5,1.09,71.1,66,87
1,964,89.2,2.2,3.3,2.6,2.7,152059,1,94,0.32,5846,11692,10,0,77,95,0,1,14,90.5,92.7,95.5,100,3,94,20,0,0,0,1,0,0,66.7,,1,0.3,100,3918,20,5,0.95,0.4,501960,0,0,100,100,,1,14.6,46.9,8.3,32.3,1.7,55,1.3,1.2,39.4,0,
0,1,,,,,,,,,1.74,97565,16781244,31,0,,,0,0,,,,,,,,,0,0,0,0,,,,,,0,100,597,15,6,0,0,,,0,,,,,,,,,,,1.2,1.31,11.7,94,13
0,698,54,4.4,19.8,2.7,19.1,35924,,92,0.91,30421,1186437,33,0,6,72,0,0,33,33.3,45.8,,71,10,78,2,0,0,0,0,8.8,8.8,29.4,67,,0.1,100,1458,41,25,0,0,,1.19,0,73,100,630,26.5,153.4,825.4,164.3,174.6,3.6,76,1.1,1.25,12.9,65,38
2,2590,58.6,21.9,6,2.7,10.9,40127,11,98,4.55,27024,6566716,26,99,47,97,72,72,28,58.6,42.9,61.9,88,10,94,5,98,92,100,78,1.8,1.8,50.9,71,16,0.8,4,1480,51,52,0.19,0,161647,,0,4,93,968,8.3,231.6,367.4,42.5,,8.2,69,1.1,1.26,62,100,76
4,2099,80.2,8.9,3.3,2,5.6,67823,3,93,0.17,9452,198488,40,12,55,93,85,85,23,83.3,82.5,71.4,100,5,74,17,0,53,24,24,2,8,70,75,5,1.7,64,2435,33,8,2.78,0.4,283992,,0,68,97,913,1.3,12.4,33.8,22.2,,1.5,68,1.3,1.03,51.5,86,8
3,3435,48.1,23.3,7.3,2.9,18.4,71923,8,89,0.64,46179,554148,9,16,47,95,65,73,20,57.7,52.4,66.7,93,8,63,12,5,8,8,32,0,4.8,70.2,63,12,1,100,1994,14,15,0.64,1.3,170982,0.31,0,77,94,1325,1.9,30.6,60.9,22.4,12.8,5,68,1.4,1.13,73.5,17,92
1,539,16.9,66,0.6,2,14.5,,32,83,5.22,18796,5112604,40,40,10,56,100,100,18,28.1,32,33.3,67,22,71,15,18,53,4,46,18.2,45.5,54.5,63,25,0.5,100,783,64,29,0.47,1.4,,1.44,0,64,95,545,41.7,244.2,1529,83.4,162.8,34.1,49,1.3,1.25,54.8,100,425
