cz,cz_name,state,region,division,pop_2000,top_100,urban,rel_mobility,abs_mobility,prob_q1q5,frac_black,racial_seg,income_seg,poverty_seg,affluence_seg,frac_commute_under15,hhi_percap,gini,top1inc_share,gini_bottom99,frac_p25top75,taxrate,gov_exp,inctax_progressive,eitc,sch_exp,tchr_ratio,test_pctile,hs_dropout,colleges_percap,college_tuition,college_gradrate,labor_participation,manufacturing,growth_imports,teen_lfp,migration_in,migration_out,foreign_born,social_capital,frac_religious,crime_rate,frac_single_mothers,frac_divorced,frac_married,inc_growth,Urban or Rural
5202,Memphis,TN,South,East South Central,"1,154,338",1,urban,0,34,0,0,0,0,0,0,0.224,37116,0.586,17.031,0.415,0.449,0.021,2868,0.000,0.000,4.768,19.7,-15.570,0.020,0.013,4191,-0.132,0.654,0.116,1.263,0.004,0.018,0.017,0.033,-0.710,0.425,0.002,0.322,0.106,0.492,-0.012,#REF!
5300,West Memphis,AR,South,West South Central,"138,746",0,urban,0,35,0,0,0,0,0,0,0.416,25942,0.458,8.066,0.377,0.386,0.015,1540,1.000,0.000,4.632,17.2,-14.367,0.024,0.022,1037,-0.183,0.549,0.158,4.292,0.003,0.011,0.017,0.009,-1.195,0.476,0.002,0.368,0.097,0.513,-0.014,#REF!
5401,Bowling Green,KY,South,East South Central,"164,944",0,urban,0,40,0,0,0,0,0,0,0.375,31026,0.454,12.093,0.333,0.551,0.013,1675,0.200,0.000,5.925,17.3,3.097,-0.008,0.012,2232,0.040,0.648,0.245,0.749,0.004,0.015,0.013,0.027,-0.747,0.528,0.001,0.203,0.105,0.574,-0.008,#REF!
5402,Glasgow,KY,South,East South Central,"92,394",0,rural,0,42,0,0,0,0,0,0,0.376,27831,0.439,12.307,0.316,0.522,0.012,1390,0.200,0.000,5.620,15.4,-1.207,-0.006,,,,0.586,0.282,1.101,0.004,0.009,0.009,0.008,-0.792,0.497,0.001,0.185,0.108,0.614,-0.005,#REF!
5500,Columbia,TN,South,East South Central,"159,374",0,urban,0,39,0,0,0,0,0,0,0.304,32507,0.381,8.556,0.296,0.543,0.018,2532,0.000,0.000,4.217,,-4.083,-0.010,0.013,2663,-0.106,0.637,0.305,2.560,0.004,0.022,0.021,0.015,-1.248,0.472,0.002,0.199,0.113,0.591,-0.010,#REF!
5600,Nashville,TN,South,East South Central,"1,246,338",1,urban,0,38,0,0,0,0,0,0,0.240,39833,0.517,18.995,0.327,0.506,0.023,2577,0.000,0.000,5.088,,-6.695,0.014,0.018,7971,-0.001,0.689,0.140,1.499,0.004,0.022,0.016,0.047,-0.397,0.476,0.002,0.223,0.115,0.549,-0.008,#REF!
5700,Tullahoma,TN,South,East South Central,"130,610",0,rural,0,39,0,0,0,0,0,0,0.370,32903,0.423,10.603,0.317,0.553,0.016,1834,0.000,0.000,4.669,,-2.540,-0.012,0.015,8383,-0.032,0.627,0.277,2.509,0.004,0.017,0.015,0.032,-0.715,0.523,0.001,0.196,0.103,0.608,-0.013,#REF!
5800,Dickson,TN,South,East South Central,"138,212",0,urban,0,40,0,0,0,0,0,0,0.330,31374,0.428,11.897,0.309,0.559,0.017,2132,0.000,0.000,4.441,,2.489,-0.013,0.007,7860,0.086,0.603,0.260,3.839,0.004,0.018,0.017,0.009,-0.845,0.540,0.002,0.206,0.116,0.608,-0.005,#REF!
5900,Clarksville,TN,South,East South Central,"252,059",0,urban,0,39,0,0,0,0,0,0,0.319,28962,0.383,9.751,0.285,0.605,0.016,1703,0.000,0.000,5.298,17.3,-0.633,-0.004,0.024,2147,-0.044,0.673,0.193,2.668,0.003,0.046,0.043,0.033,-1.828,0.480,0.002,0.203,0.101,0.608,-0.003,#REF!
6000,Huntsville,AL,South,East South Central,"519,583",0,urban,0,38,0,0,0,0,0,0,0.286,37730,0.443,10.571,0.337,0.482,0.015,2947,0.000,0.000,5.140,16.5,-7.679,-0.006,0.012,2761,-0.147,0.647,0.228,2.479,0.004,0.018,0.014,0.030,-1.029,0.559,0.002,0.204,0.108,0.595,-0.004,#REF!
6100,Gadsden,AL,South,East South Central,"304,068",0,urban,0,41,0,0,0,0,0,0,0.328,30842,0.441,10.908,0.332,0.529,0.014,1757,0.000,0.000,4.591,17.6,-7.767,0.009,0.010,1449,-0.054,0.596,0.296,2.007,0.004,0.011,0.012,0.026,-1.024,0.620,0.002,0.198,0.110,0.611,-0.012,#REF!
6200,Florence,AL,South,East South Central,"230,941",0,urban,0,41,0,0,0,0,0,0,0.330,31581,0.448,11.773,0.330,0.528,0.013,2708,0.000,0.000,4.862,16.6,-3.315,-0.007,0.013,1919,-0.105,0.575,0.256,1.348,0.003,0.008,0.009,0.015,-0.834,0.609,0.001,0.196,0.102,0.611,-0.009,#REF!
6301,McMinnville,TN,South,East South Central,"84,309",0,rural,0,39,0,0,0,0,0,0,0.367,29411,0.426,11.163,0.314,0.560,0.014,1879,0.000,0.000,4.085,,-1.519,-0.015,,,,0.614,0.318,4.639,0.003,0.014,0.015,0.024,-1.412,0.541,0.003,0.198,0.123,0.605,-0.017,#REF!
6302,Cookeville,TN,South,East South Central,"98,362",0,rural,0,41,0,0,0,0,0,0,0.380,28510,0.455,11.752,0.337,0.554,0.017,1839,0.000,0.000,5.842,,2.410,-0.027,0.020,2222,0.191,0.604,0.256,2.683,0.004,0.016,0.015,0.025,-1.326,0.504,0.001,0.178,0.107,0.577,-0.009,#REF!
6401,Chattanooga,TN,South,East South Central,"490,863",0,urban,0,38,0,0,0,0,0,0,0.256,35728,0.502,14.485,0.357,0.508,0.017,2821,0.000,0.000,4.825,18.1,-7.888,0.026,0.014,4482,-0.055,0.636,0.199,1.114,0.004,0.015,0.014,0.023,-0.409,0.518,0.003,0.228,0.117,0.572,-0.007,#REF!
6402,Crossville,TN,South,East South Central,"104,194",0,rural,0,41,0,0,0,0,0,0,0.338,29333,0.426,10.830,0.318,0.515,0.019,1365,0.000,0.000,4.418,,0.409,-0.004,0.010,11700,0.186,0.545,0.269,2.236,0.004,0.015,0.012,0.014,-1.024,0.434,0.001,0.197,0.112,0.632,-0.007,#REF!
6501,Ellijay,GA,South,South Atlantic,"43,254",0,rural,0,41,0,0,0,0,0,0,0.292,31235,0.403,7.137,0.331,0.518,0.018,1556,0.000,0.000,5.193,17.0,-3.837,0.021,,,,0.568,0.254,0.597,0.004,0.023,0.017,0.036,-1.190,0.518,0.001,0.158,0.110,0.632,0.003,#REF!
6502,Cleveland,TN,South,East South Central,"203,077",0,urban,0,39,0,0,0,0,0,0,0.343,30499,0.418,9.445,0.323,0.554,0.017,2213,0.000,0.000,4.251,,-4.013,-0.014,0.020,5002,-0.013,0.611,0.324,4.575,0.004,0.014,0.012,0.016,-0.643,0.627,0.002,0.184,0.115,0.621,-0.008,#REF!
6600,Rome,GA,South,South Atlantic,"418,304",0,urban,0,37,0,0,0,0,0,0,0.301,31877,0.491,16.237,0.328,0.539,0.025,2610,0.000,0.000,5.324,16.3,-4.992,0.035,0.012,5002,-0.109,0.634,0.340,1.605,0.003,0.015,0.013,0.066,-1.683,0.524,0.001,0.180,0.108,0.604,-0.017,#REF!
6700,Tampa,FL,South,South Atlantic,"2,395,997",1,urban,0,39,0,0,0,0,0,0,0.264,42195,0.534,15.270,0.381,0.507,0.022,2380,0.000,0.000,6.228,18.3,-2.514,-0.001,0.009,6791,0.026,0.592,0.083,0.622,0.004,0.041,0.025,0.098,-1.040,0.379,,0.252,0.125,0.537,-0.012,#REF!
6800,Lakeland,FL,South,South Atlantic,"598,228",1,urban,0,39,0,0,0,0,0,0,0.289,36102,0.477,12.185,0.355,0.513,0.016,2265,0.000,0.000,5.569,18.4,-7.088,0.025,0.015,6001,0.058,0.556,0.086,0.383,0.003,0.048,0.025,0.077,-1.730,0.422,,0.240,0.107,0.580,-0.014,#REF!
6900,Sarasota,FL,South,South Atlantic,"763,795",1,urban,0,39,0,0,0,0,0,0,0.319,52947,0.541,17.696,0.364,0.519,0.018,2478,0.000,0.000,6.457,18.9,-1.082,0.004,0.004,4013,-0.030,0.504,0.078,0.624,0.005,0.043,0.023,0.092,-0.533,0.403,,0.230,0.110,0.602,-0.013,#REF!
7000,Miami,FL,South,South Atlantic,"3,955,969",1,urban,0,41,0,0,0,0,0,0,0.198,38110,0.632,18.867,0.444,0.432,0.027,3155,0.000,0.000,6.895,21.3,-6.999,0.006,0.009,7491,0.039,0.598,0.068,0.887,0.003,0.022,0.027,0.397,-2.141,0.420,,0.258,0.117,0.502,-0.013,#REF!
7100,Port St. Lucie,FL,South,South Atlantic,"1,533,306",1,urban,0,39,0,0,0,0,0,0,0.260,55175,0.610,20.816,0.402,0.466,0.027,2839,0.000,0.000,6.852,19.4,-5.311,-0.008,0.007,5062,-0.060,0.549,0.064,0.475,0.004,0.047,0.030,0.157,-1.433,0.516,,0.226,0.107,0.569,-0.020,#REF!
7200,Cape Coral,FL,South,South Atlantic,"692,265",1,urban,0,40,0,0,0,0,0,0,0.273,55875,0.574,17.022,0.404,0.494,0.025,3061,0.000,0.000,6.896,18.6,-4.293,0.023,0.007,2299,-0.055,0.531,0.044,0.169,0.005,0.067,0.026,0.125,-1.240,0.377,,0.215,0.108,0.610,-0.016,#REF!
7300,Palm Bay,FL,South,South Atlantic,"589,177",0,urban,0,39,0,0,0,0,0,0,0.300,45264,0.469,14.294,0.326,0.544,0.020,2412,0.000,0.000,5.628,18.0,9.036,-0.015,0.007,6751,0.101,0.561,0.123,1.067,0.004,0.047,0.026,0.068,-0.799,0.414,,0.227,0.119,0.583,-0.008,#REF!
7400,Orlando,FL,South,South Atlantic,"1,697,906",1,urban,0,39,0,0,0,0,0,0,0.212,38370,0.524,14.236,0.382,0.504,0.026,2579,0.000,0.000,5.695,19.9,-2.660,0.004,0.012,2759,0.130,0.646,0.067,0.462,0.003,0.057,0.034,0.118,-1.756,0.380,,0.231,0.110,0.543,-0.012,#REF!
7500,Deltona,FL,South,South Atlantic,"563,598",0,urban,0,39,0,0,0,0,0,0,0.303,38459,0.465,11.814,0.347,0.524,0.025,2775,0.000,0.000,5.831,17.6,0.434,-0.025,0.009,8990,0.054,0.541,0.092,0.539,0.004,0.051,0.028,0.062,-1.390,0.374,,0.249,0.120,0.565,-0.010,#REF!
7600,Jacksonville,FL,South,South Atlantic,"1,176,696",1,urban,0,38,0,0,0,0,0,0,0.229,38502,0.477,13.686,0.340,0.544,0.021,3180,0.000,0.000,5.353,19.9,-0.763,0.032,0.007,4409,0.020,0.667,0.078,0.353,0.004,0.036,0.028,0.052,-1.441,0.427,0.002,0.252,0.124,0.546,-0.006,#REF!
7700,Lake City,FL,South,South Atlantic,"149,695",0,rural,0,39,0,0,0,0,0,0,0.339,25561,0.415,8.857,0.326,0.499,0.020,2370,0.000,0.000,5.592,18.8,-5.551,-0.009,0.013,1180,0.098,0.524,0.117,0.201,0.003,0.022,0.013,0.029,-1.774,0.411,,0.246,0.122,0.550,-0.003,#REF!
7800,Ocala,FL,South,South Atlantic,"377,001",0,urban,0,39,0,0,0,0,0,0,0.273,38731,0.487,12.616,0.361,0.492,0.017,1969,0.000,0.000,5.344,17.6,1.125,-0.003,0.005,2370,0.025,0.469,0.091,0.535,0.004,0.056,0.024,0.051,-1.831,0.350,,0.246,0.113,0.611,-0.008,#REF!
7900,Gainesville,FL,South,South Atlantic,"320,199",0,urban,0,39,0,0,0,0,0,0,0.321,28321,0.510,12.516,0.385,0.486,0.020,2672,0.000,0.000,5.897,18.2,-1.607,0.016,0.012,1796,0.416,0.585,0.049,0.444,0.003,0.033,0.032,0.057,-1.494,0.354,,0.276,0.104,0.461,0.000,#REF!
8000,Sumter,SC,South,South Atlantic,"209,914",0,urban,0,36,0,0,0,0,0,0,0.330,29459,0.444,8.648,0.358,0.479,0.016,1518,0.000,0.000,5.429,17.2,-8.166,-0.009,0.014,3194,-0.204,0.607,0.235,1.195,0.003,0.018,0.021,0.019,-1.854,0.416,0.003,0.286,0.089,0.525,-0.013,#REF!
8100,Columbia,SC,South,South Atlantic,"722,201",1,urban,0,36,0,0,0,0,0,0,0.280,34438,0.512,11.917,0.393,0.467,0.018,2148,0.000,0.000,5.947,15.3,-3.569,-0.007,0.019,7896,0.051,0.658,0.132,0.613,0.004,0.023,0.020,0.031,-0.925,0.445,0.002,0.279,0.088,0.523,-0.008,#REF!
8201,Barnwell,SC,South,South Atlantic,"72,733",0,rural,0,35,0,1,0,0,0,0,0.349,25544,0.438,8.527,0.352,0.416,0.019,1583,0.000,0.000,5.594,15.0,-17.549,-0.017,0.041,1372,-0.136,0.526,0.248,1.283,0.003,0.010,0.015,0.009,-1.679,0.443,0.003,0.353,0.076,0.494,-0.017,#REF!
8202,Charleston,SC,South,South Atlantic,"587,297",0,urban,0,38,0,0,0,0,0,0,0.269,34601,0.544,16.485,0.379,0.476,0.020,1796,0.000,0.000,5.042,17.1,-3.673,-0.006,0.009,2602,0.016,0.639,0.106,0.362,0.004,0.027,0.021,0.032,-2.111,0.396,0.003,0.277,0.093,0.517,-0.001,#REF!
8300,Greenville,SC,South,South Atlantic,"894,291",1,urban,0,37,0,0,0,0,0,0,0.308,35225,0.480,12.338,0.356,0.508,0.014,1580,0.000,0.000,5.145,17.0,-1.210,-0.010,0.015,5888,0.061,0.641,0.259,1.355,0.004,0.015,0.012,0.033,-1.108,0.558,0.003,0.229,0.092,0.567,-0.010,#REF!
8401,Aiken,GA,South,South Atlantic,"525,842",0,urban,0,36,0,0,0,0,0,0,0.275,33294,0.487,9.765,0.390,0.456,0.020,1911,0.000,0.000,5.214,18.2,-6.018,0.011,0.011,2317,-0.117,0.623,0.157,0.745,0.003,0.015,0.015,0.029,-1.373,0.432,0.002,0.291,0.104,0.528,-0.010,#REF!
8402,Washington,GA,South,South Atlantic,"35,518",0,urban,0,35,0,0,0,0,0,0,0.341,35155,0.491,11.242,0.379,0.404,0.021,2174,0.000,0.000,5.394,16.5,-5.032,0.037,0.028,16250,,0.551,0.261,0.662,0.003,0.013,0.016,0.016,-0.773,0.436,0.002,0.316,0.095,0.517,-0.015,#REF!
8501,Fitzgerald,GA,South,South Atlantic,"27,415",0,rural,0,37,0,0,0,0,0,0,0.458,27671,0.478,7.910,0.399,0.425,0.019,2991,0.000,0.000,5.475,15.6,-4.932,0.049,0.036,864,0.083,0.587,0.299,2.168,0.003,0.011,0.011,0.027,-1.649,0.533,0.003,0.291,0.105,0.521,-0.017,#REF!
8502,Cordele,GA,South,South Atlantic,"42,098",0,rural,0,35,0,0,0,0,0,0,0.430,26103,0.496,9.602,0.400,0.391,0.024,2474,0.000,0.000,5.945,15.5,-4.966,0.068,,,,0.540,0.181,0.550,0.003,0.009,0.011,0.017,-1.604,0.483,0.004,0.369,0.098,0.517,-0.026,#REF!
8503,Valdosta,GA,South,South Atlantic,"241,530",0,urban,0,36,0,0,0,0,0,0,0.422,27878,0.511,11.761,0.394,0.449,0.020,2161,0.000,0.000,5.177,16.5,-3.559,0.041,0.021,1501,0.002,0.622,0.168,0.541,0.004,0.013,0.014,0.037,-1.931,0.481,0.002,0.273,0.099,0.534,-0.012,#REF!
8601,Waycross,GA,South,South Atlantic,"113,122",0,rural,0,38,0,0,0,0,0,0,0.410,26639,0.461,8.311,0.378,0.452,0.020,2426,0.000,0.000,5.889,16.0,-2.098,0.047,0.027,1237,-0.152,0.574,0.216,1.762,0.003,0.009,0.008,0.037,-2.103,0.502,0.002,0.240,0.104,0.584,-0.011,#REF!
8602,Brunswick,GA,South,South Atlantic,"93,044",0,urban,0,36,0,0,0,0,0,0,0.348,36807,0.535,12.297,0.412,0.465,0.027,2469,0.000,0.000,5.777,16.4,-8.216,0.054,0.011,1280,-0.206,0.630,0.104,0.695,0.005,0.015,0.016,0.027,-1.655,0.463,0.002,0.268,0.124,0.567,-0.003,#REF!
8701,Hinesville,GA,South,South Atlantic,"131,279",0,urban,0,37,0,0,0,0,0,0,0.413,23378,0.378,7.735,0.301,0.555,0.022,1454,0.000,0.000,5.188,17.0,-3.211,0.022,0.008,864,0.239,0.618,0.127,0.278,0.003,0.037,0.052,0.048,-3.199,0.355,0.002,0.231,0.091,0.579,0.003,#REF!
8702,Statesboro,GA,South,South Atlantic,"111,346",0,rural,0,36,0,0,0,0,0,0,0.398,26439,0.492,9.041,0.402,0.419,0.019,2080,0.000,0.000,5.270,16.2,-0.486,0.030,0.036,1728,0.056,0.586,0.182,1.489,0.003,0.016,0.014,0.029,-2.244,0.404,0.002,0.279,0.086,0.473,-0.022,#REF!
8800,Savannah,GA,South,South Atlantic,"434,615",0,urban,0,36,0,0,0,0,0,0,0.297,39851,0.553,14.606,0.407,0.471,0.028,2224,0.000,0.000,5.810,16.6,-9.082,0.038,0.016,6982,-0.021,0.628,0.103,0.187,0.004,0.033,0.029,0.044,-1.703,0.407,0.002,0.269,0.101,0.542,-0.009,#REF!
8900,Macon,GA,South,South Atlantic,"386,870",0,urban,0,35,0,0,0,0,0,0,0.294,33836,0.501,12.343,0.377,0.465,0.020,2500,0.000,0.000,5.704,17.3,-6.074,0.048,0.021,4954,-0.080,0.622,0.134,1.132,0.003,0.016,0.014,0.023,-1.070,0.443,0.001,0.302,0.109,0.526,-0.013,#REF!
9001,Vidalia,GA,South,South Atlantic,"108,438",0,rural,0,38,0,0,0,0,0,0,0.391,26104,0.483,9.534,0.388,0.429,0.022,1837,0.000,0.000,5.256,16.3,-1.667,0.027,0.018,3684,0.016,0.559,0.194,1.159,0.003,0.006,0.009,0.033,-1.649,0.588,0.002,0.249,0.104,0.557,-0.018,#REF!
9002,Milledgeville,GA,South,South Atlantic,"83,808",0,rural,0,33,0,0,0,0,0,0,0.360,27862,0.442,7.550,0.367,0.448,0.025,2059,0.000,0.000,5.526,16.8,-6.814,0.013,0.036,3161,0.127,0.523,0.181,0.762,0.003,0.012,0.015,0.018,-1.909,0.277,0.002,0.333,0.104,0.505,-0.011,#REF!
9003,Dublin,GA,South,South Atlantic,"74,610",0,rural,0,35,0,0,0,0,0,0,0.343,29575,0.529,13.755,0.392,0.442,0.021,1911,0.000,0.000,6.142,16.5,-2.796,0.031,0.027,16895,0.125,0.569,0.199,0.855,0.002,0.012,0.010,0.010,-1.150,0.501,0.004,0.318,0.105,0.517,-0.020,#REF!
9100,Atlanta,GA,South,South Atlantic,"3,798,017",1,urban,0,36,0,0,0,0,0,0,0.178,44162,0.568,17.257,0.395,0.439,0.028,2885,0.000,0.000,6.352,18.1,-7.863,0.026,0.010,6876,-0.046,0.709,0.104,0.610,0.004,0.030,0.023,0.109,-1.208,0.443,0.002,0.230,0.102,0.534,-0.014,#REF!
9200,Griffin,GA,South,South Atlantic,"135,136",0,urban,0,36,0,0,0,0,0,0,0.315,30888,0.445,10.339,0.341,0.509,0.020,1695,0.000,0.000,4.830,17.6,-6.834,0.089,0.022,1148,-0.076,0.601,0.234,0.812,0.003,0.026,0.019,0.017,-1.460,0.533,0.002,0.267,0.115,0.531,-0.017,#REF!
9301,Winder,GA,South,South Atlantic,"212,223",0,urban,0,35,0,0,0,0,0,0,0.323,30685,0.505,11.936,0.385,0.473,0.026,2155,0.000,0.000,5.547,16.9,-6.911,0.048,0.014,2574,0.352,0.664,0.146,1.646,0.003,0.034,0.028,0.056,-1.440,0.352,0.002,0.230,0.088,0.500,-0.013,#REF!
9302,Toccoa,GA,South,South Atlantic,"89,228",0,rural,0,38,0,0,0,0,0,0,0.407,29484,0.410,8.902,0.321,0.532,0.019,1785,0.000,0.000,5.148,15.5,0.165,0.029,0.022,8355,0.205,0.602,0.297,1.861,0.004,0.012,0.011,0.015,-1.002,0.630,0.001,0.215,0.096,0.588,-0.013,#REF!
9400,Gainesville,GA,South,South Atlantic,"272,150",0,urban,0,40,0,0,0,0,0,0,0.269,33365,0.468,12.858,0.340,0.530,0.022,1620,0.000,0.000,5.735,16.8,-7.318,0.022,0.026,3575,-0.095,0.646,0.234,0.816,0.004,0.034,0.021,0.101,-1.545,0.439,0.002,0.156,0.096,0.616,-0.006,#REF!
9500,Talladega,AL,South,East South Central,"148,252",0,rural,0,38,0,0,0,0,0,0,0.339,29631,0.422,7.491,0.347,0.456,0.011,1781,0.000,0.000,4.659,17.8,-14.074,-0.004,0.013,2766,-0.075,0.553,0.298,0.717,0.003,0.016,0.019,0.006,-1.444,0.528,0.002,0.260,0.105,0.575,-0.006,#REF!
9600,LaGrange,GA,South,South Atlantic,"457,299",0,urban,0,38,0,0,0,0,0,0,0.294,32720,0.458,11.202,0.346,0.519,0.017,1864,0.000,0.000,5.261,18.1,-7.685,0.012,0.015,2245,-0.051,0.621,0.230,1.774,0.003,0.027,0.019,0.021,-1.461,0.520,0.002,0.221,0.107,0.570,-0.011,#REF!
9701,Columbus,GA,South,South Atlantic,"303,656",0,urban,0,35,0,0,0,0,0,0,0.325,31245,0.499,12.764,0.371,0.487,0.018,1550,0.000,0.000,5.365,17.4,-9.339,0.025,0.016,1618,-0.100,0.635,0.170,0.725,0.003,0.028,0.033,0.037,-2.078,0.450,0.004,0.312,0.114,0.494,-0.005,#REF!
9702,Americus,GA,South,South Atlantic,"65,826",0,urban,0,35,0,0,0,0,0,0,0.409,27083,0.519,13.180,0.387,0.422,0.020,1976,0.000,0.000,5.941,17.0,-10.217,0.073,0.030,1465,0.037,0.575,0.219,3.407,0.002,0.010,0.015,0.023,-1.582,0.390,0.003,0.360,0.092,0.475,-0.029,#REF!
9800,Auburn,AL,South,East South Central,"150,911",0,urban,0,36,0,0,0,0,0,0,0.380,27283,0.526,12.003,0.406,0.446,0.014,2967,0.000,0.000,5.021,17.0,-14.150,-0.019,0.020,3970,0.268,0.581,0.157,2.686,0.003,0.035,0.028,0.025,-2.130,0.311,0.002,0.304,0.083,0.445,0.001,#REF!
9900,Tallahassee,FL,South,South Atlantic,"426,634",0,urban,0,38,0,0,0,0,0,0,0.275,30838,0.500,11.160,0.388,0.480,0.019,3204,0.000,0.000,6.107,17.7,2.693,-0.008,0.012,1485,0.193,0.621,0.042,0.332,0.004,0.022,0.023,0.037,-0.960,0.373,,0.283,0.108,0.479,-0.009,#REF!
10000,Panama City,FL,South,South Atlantic,"172,606",0,urban,0,39,0,0,0,0,0,0,0.358,32715,0.467,12.045,0.346,0.521,0.022,3107,0.000,0.000,5.882,18.4,4.031,-0.024,0.012,1942,0.028,0.593,0.065,0.143,0.005,0.035,0.028,0.034,-2.044,0.411,,0.243,0.133,0.564,0.004,#REF!
10101,Bainbridge,GA,South,South Atlantic,"43,992",0,rural,0,37,0,0,0,0,0,0,0.390,29034,0.516,11.659,0.399,0.395,0.019,1876,0.000,0.000,5.082,16.5,,0.040,0.023,1280,-0.196,0.577,0.210,1.665,0.003,0.010,0.013,0.018,-2.109,0.481,0.003,0.311,0.109,0.522,-0.007,#REF!
10102,Thomasville,GA,South,South Atlantic,"66,396",0,rural,0,36,0,0,0,0,0,0,0.389,29591,0.571,13.908,0.432,0.408,0.018,2160,0.000,0.000,5.375,16.3,-5.130,0.018,0.030,3106,0.098,0.596,0.180,0.951,0.003,0.017,0.012,0.024,-1.750,0.538,0.002,0.301,0.111,0.528,-0.001,#REF!
10200,Albany,GA,South,South Atlantic,"181,765",0,urban,0,35,0,0,0,0,0,0,0.350,30170,0.536,10.708,0.429,0.403,0.023,2728,0.000,0.000,5.742,17.5,-4.581,0.046,0.017,1469,-0.057,0.597,0.159,0.716,0.003,0.011,0.013,0.016,-1.224,0.398,0.004,0.360,0.101,0.494,-0.013,#REF!
10301,Eufaula,GA,South,South Atlantic,"61,458",0,rural,0,35,0,1,0,0,0,0,0.388,25284,0.524,11.334,0.411,0.354,0.018,1931,0.000,0.000,5.587,15.9,-17.626,0.010,0.016,7250,-0.048,0.497,0.256,2.428,0.002,0.010,0.016,0.013,-1.448,0.416,0.002,0.369,0.092,0.474,-0.021,#REF!
10302,Dothan,AL,South,East South Central,"223,605",0,urban,0,39,0,0,0,0,0,0,0.361,32268,0.498,12.707,0.370,0.485,0.011,2187,0.000,0.000,4.822,17.2,-11.823,0.006,0.013,1580,-0.097,0.608,0.159,0.744,0.003,0.018,0.018,0.020,-1.400,0.632,0.002,0.248,0.107,0.589,-0.007,#REF!
10400,Meridian,MS,South,East South Central,"157,091",0,rural,0,37,0,0,0,0,0,0,0.333,29016,0.477,9.726,0.380,0.450,0.014,1496,0.000,0.000,4.355,17.4,-9.971,0.014,0.019,973,-0.067,0.577,0.198,10.031,0.003,0.011,0.013,0.006,-0.386,0.642,0.001,0.307,0.101,0.520,-0.011,#REF!
10501,Columbus,MS,South,East South Central,"95,083",0,urban,0,36,0,0,0,0,0,0,0.362,29115,0.536,12.123,0.415,0.416,0.012,2065,0.000,0.000,5.113,19.3,-13.643,0.000,0.011,2656,0.055,0.576,0.248,1.606,0.002,0.013,0.020,0.010,-0.966,0.524,0.002,0.332,0.085,0.524,-0.008,#REF!
10502,Starkville,MS,South,East South Central,"105,093",0,rural,0,37,0,0,0,0,0,0,0.437,26131,0.486,9.504,0.391,0.428,0.012,1979,0.000,0.000,4.802,17.6,-14.345,0.007,0.029,3215,0.286,0.583,0.232,4.571,0.002,0.011,0.015,0.017,-0.427,0.545,0.001,0.318,0.079,0.479,-0.008,#REF!
10600,Jasper,AL,South,East South Central,"161,169",0,urban,0,42,0,0,0,0,0,0,0.320,28445,0.419,9.240,0.326,0.522,0.010,1312,0.000,0.000,4.647,17.0,-5.220,-0.006,0.006,1560,-0.171,0.551,0.250,2.149,0.003,0.012,0.011,0.007,-0.797,0.611,0.002,0.182,0.107,0.615,0.000,#REF!
10700,Birmingham,AL,South,East South Central,"1,038,182",1,urban,0,38,0,0,0,0,0,0,0.220,38196,0.563,16.063,0.403,0.453,0.020,1864,0.000,0.000,5.139,17.3,-12.133,-0.003,0.013,5277,-0.042,0.624,0.120,0.378,0.004,0.017,0.016,0.022,-0.392,0.580,0.002,0.242,0.108,0.553,-0.004,#REF!
10801,Tuscaloosa,AL,South,East South Central,"261,112",0,urban,0,37,0,0,0,0,0,0,0.343,30158,0.560,14.755,0.412,0.413,0.013,1979,0.000,0.000,4.862,16.9,-19.805,0.000,0.031,3229,0.144,0.571,0.177,1.195,0.003,0.018,0.017,0.015,-1.124,0.475,0.002,0.311,0.092,0.486,-0.016,#REF!
10802,Demopolis,AL,South,East South Central,"63,233",0,rural,0,37,0,1,0,0,0,0,0.337,27364,0.522,9.592,0.426,0.339,0.010,1604,0.000,0.000,5.282,16.9,-20.059,-0.007,0.016,2504,0.028,0.497,0.247,0.854,0.002,0.009,0.017,0.006,-0.731,0.406,0.002,0.372,0.084,0.489,-0.017,#REF!
10900,Pensacola,FL,South,South Atlantic,"623,252",1,urban,0,40,0,0,0,0,0,0,0.309,34256,0.471,13.671,0.334,0.542,0.016,1995,0.000,0.000,5.409,19.2,5.390,-0.010,0.006,3254,0.025,0.613,0.063,0.248,0.004,0.035,0.034,0.040,-1.216,0.444,,0.241,0.121,0.555,0.004,#REF!
11001,Mobile,AL,South,East South Central,"599,405",1,urban,0,38,0,0,0,0,0,0,0.267,33321,0.531,13.029,0.401,0.459,0.018,1805,0.000,0.000,4.504,17.8,-11.938,0.000,0.012,4673,-0.039,0.587,0.149,0.773,0.003,0.016,0.013,0.021,-0.984,0.515,0.002,0.273,0.107,0.550,-0.006,#REF!
11002,Atmore,AL,South,East South Central,"76,853",0,rural,0,39,0,0,0,0,0,0,0.390,27015,0.493,11.466,0.378,0.442,0.010,1419,0.000,0.000,4.630,17.6,-16.944,0.004,0.039,1493,-0.026,0.528,0.254,0.768,0.002,0.011,0.017,0.005,-1.186,0.508,0.003,0.277,0.111,0.536,-0.016,#REF!
